Vernacular name	Scientific name	Status in Finland	Red List category in Finland	Regulatory Status	Synonyms
	Chirothrips hamatus	Stable population	LC (2019)		
	Chirothrips manicatus	Stable population	LC (2019)		
	Chirothrips pallidicornis	Stable population	LC (2019)		
	Chirothrips ambulans	Stable population	LC (2019)		
	Odontothrips biuncus	Stable population	LC (2019)		
	Odontothrips intermedius	Stable population	LC (2019)		
	Odontothrips loti	Stable population	LC (2019)		
	Odontothrips phaleratus	Stable population	LC (2019)		
	Pezothrips frontalis	Stable population	LC (2019)		
	Ceratothrips ericae	Stable population	LC (2019)		
	Taeniothrips inconsequens	Stable population	LC (2019)		
	Taeniothrips picipes	Stable population	LC (2019)		
	Tmetothrips subapterus	Stable population	LC (2019)		
	Theilopedothrips pilosus	Stable population	LC (2019)		
	Platythrips tunicatus	Stable population	LC (2019)		
	Ctenothrips distinctus	Stable population	LC (2019)		
	Oxythrips ajugae	Stable population	LC (2019)		
	Oxythrips bicolor	Stable population	LC (2019)		
	Oxythrips ulmifoliorum	Stable population	LC (2019)		
	Limothrips cerealium	Stable population	NA (2019)		
	Limothrips denticornis	Stable population	LC (2019)		
	Belothrips morio	Stable population	LC (2019)		
	Belothrips acuminatus	Stable population	NT (2019)		
	Dictyothrips betae	Stable population	DD (2019)		
	Prosopothrips vejdovskyi	Stable population	NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
	Apterothrips secticornis	Stable population	DD (2019)		
	Rubiothrips ferrugineus	Stable population	NT (2019)		
	Rubiothrips silvarum	Stable population	LC (2019)		
	Anaphothrips gracillimus	Stable population	LC (2019)		
	Anaphothrips obscurus	Stable population	LC (2019)		
	Anaphothrips badius	Not established	NA (2019)		
	Aptinothrips elegans	Stable population	DD (2019)		
	Aptinothrips rufus	Stable population	LC (2019)		
	Aptinothrips stylifer	Stable population	LC (2019)		
	Drepanothrips reuteri	Stable population	LC (2019)		
	Mycterothrips annulicornis	Stable population	NT (2019)		
	Mycterothrips consociatus	Stable population	LC (2019)		
	Mycterothrips latus	Stable population	LC (2019)		
	Mycterothrips salicis	Stable population	LC (2019)		
	Scolothrips longicornis	Stable population	LC (2019)		
	Kakothrips robustus	Stable population	DD (2019)		
	Stenothrips graminum	Stable population	LC (2019)		
	Rhipidothrips niveipennis	Stable population	NT (2019)		
	Rhipidothrips brunneus		NA (2019)		
	Aeolothrips vittatus	Stable population	LC (2019)		
	Aeolothrips albicinctus	Stable population	LC (2019)		
	Aeolothrips ericae	Stable population	LC (2019)		
	Aeolothrips fasciatus	Stable population	LC (2019)		
	Aeolothrips intermedius	Stable population	LC (2019)		
	Aeolothrips melaleucus	Stable population	LC (2019)		
	Aeolothrips versicolor	Stable population	LC (2019)		
omenan orapihlajakemppi	Cacopsylla melanoneura	Stable population; Anthropogenic	NA (2019)	Finland’s National Strategy on Invasive Alien Species (GR 2012); Other invasive alien species of concern (not included on the national or EU list)	
	Cacopsylla mali	Stable population	LC (2019)		
	Cacopsylla peregrina	Stable population	LC (2019)		
	Cacopsylla sorbi	Stable population	LC (2019)		
	Cacopsylla ulmi	Stable population	LC (2019)		
	Cacopsylla affinis	Stable population	RE (2019)		
	Cacopsylla picta	Stable population	NA (2019)		Cacopsylla costalis
	Cacopsylla pruni	Stable population	LC (2019)		
	Cacopsylla pyricola	Stable population	NA (2019)		
	Cacopsylla pyrisuga	Stable population	NA (2019)		
orapaatsamakemppi	Cacopsylla rhamnicola	Stable population	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species under strict protection (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Cacopsylla abdominalis	Not established	NA (2019)		
	Cacopsylla ambigua	Stable population	LC (2019)		
	Cacopsylla borealis				
	Cacopsylla brunneipennis	Stable population	LC (2019)		Cacopsylla klapaleki
	Cacopsylla corcontum	Stable population	LC (2019)		
	Cacopsylla elegantula	Stable population	LC (2019)		
	Cacopsylla hippophaes	Stable population	LC (2019)		
	Cacopsylla lapponica				
	Cacopsylla ledi	Stable population	LC (2019)		
	Cacopsylla moscovita	Stable population	LC (2019)		Cacopsylla schaeferi
	Cacopsylla myrtilli	Stable population	LC (2019)		
	Cacopsylla nigrita	Stable population	LC (2019)		
	Cacopsylla palmeni	Stable population	LC (2019)		
	Cacopsylla parvipennis	Stable population	LC (2019)		
	Cacopsylla propinqua	Stable population	LC (2019)		
	Cacopsylla pulchra	Stable population	LC (2019)		
	Cacopsylla pyri	Stable population	NA (2019)		
alppiruusukemppi	Cacopsylla rhododendri	Stable population	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Cacopsylla zaicevi	Stable population	LC (2019)		Cacopsylla sootryeni
	Cacopsylla zetterstedti	Stable population	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6)	
	Psylla alni	Stable population	LC (2019)		
	Psylla betulae	Stable population	LC (2019)		
	Psylla betulaenanae	Stable population	LC (2019)		
	Psylla fusca	Stable population	LC (2019)		
	Psyllopsis discrepans	Stable population	LC (2019)		
	Psyllopsis fraxini	Stable population	LC (2019)		
	Psyllopsis fraxinicola	Stable population	LC (2019)		
puksipuukemppi	Asphagidella buxi	Stable population; Anthropogenic	NA (2019)	Finland’s National Strategy on Invasive Alien Species (GR 2012); Other invasive alien species of concern (not included on the national or EU list)	
	Baeopelma foersteri	Stable population	LC (2019)		
	Chamaepsylla hartigii	Stable population	LC (2019)		
	Spanioneura fonscolombii	Anthropogenic	NA (2019)		
	Livilla variegata				
	Livia junci	Stable population	LC (2019)		Livia juncorum
	Livia crefeldensis	Stable population	RE (2019)		
	Strophingia ericae	Stable population	LC (2019)		
	Rhinocola aceris	Stable population	LC (2019)		
	Aphalara affinis	Stable population	LC (2019)		
	Aphalara avicularis	Stable population	LC (2019)		
	Aphalara borealis	Stable population	LC (2019)		
	Aphalara purpurascens	Stable population	LC (2019)		Aphalara calthae (Linnaeus, 1761)
	Aphalara crispicola	Stable population	LC (2019)		Aphalara pauli
	Aphalara exilis	Stable population	LC (2019)		
	Aphalara freji		LC (2019)		Aphalara polygoni
	Aphalara longicaudata	Stable population	NA (2019)		
	Aphalara maculipennis	Stable population	LC (2019)		
	Aphalara polygoni	Stable population	LC (2019)		Aphalara rumicicola
	Aphalara ulicis	Stable population	LC (2019)		Aphalara pauli
	Craspedolepta latior	Stable population	LC (2019)		
	Craspedolepta malachitica	Stable population	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6)	
	Craspedolepta pilosa	Stable population	NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	Craspedolepta campestrella
	Craspedolepta nebulosa	Stable population	LC (2019)		
	Craspedolepta nervosa	Stable population	LC (2019)		
	Craspedolepta sonchi	Stable population	LC (2019)		
	Craspedolepta subpunctata	Stable population	LC (2019)		Neocraspedolepta subpunctata (Förster, 1848)
	Craspedolepta flavipennis		DD (2019)		
	Craspedolepta crispati	Not established	NA (2019)		
	Camarotoscena speciosa	Stable population	NA (2019)		
	Bactericera acutipennis	Stable population	LC (2019)		
	Bactericera albiventris	Stable population	LC (2019)		
	Bactericera bohemica	Stable population	LC (2019)		
paahdekemppi	Bactericera calcarata	Stable population	NT (2019)	OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Bactericera curvatinervis	Stable population	LC (2019)		
	Bactericera femoralis	Stable population	LC (2019)		
	Bactericera nigricornis	Stable population	RE (2019)		
	Bactericera parastriola	Stable population	LC (2019)		
	Bactericera reuteri	Stable population	LC (2019)		
	Bactericera salicivora	Stable population	LC (2019)		
	Bactericera striola	Stable population	LC (2019)		
	Bactericera substriola	Stable population	LC (2019)		
	Heterotrioza chenopodii	Stable population	NT (2019)		Trioza obliqua; Trioza chenopodii Reuter, 1876
	Trioza abdominalis	Stable population	LC (2019)		
	Trioza agrophila	Stable population	NT (2019)		
	Trioza alacris	Stable population	NA (2019)		
	Trioza anthrisci	Stable population	LC (2019)		
	Trioza apicalis	Stable population	LC (2019)		
	Trioza cerastii	Stable population	LC (2019)		
	Trioza chrysanthemi	Stable population	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6)	
	Trioza cirsii	Stable population	LC (2019)		
	Trioza dispar	Stable population	LC (2019)		
	Trioza flavipennis	Stable population	LC (2019)		
matarakemppi	Trioza galii	Stable population	NT (2019)	OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
tammikemppi	Trioza remota	Stable population	LC (2019)	OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
saaristokemppi	Trioza rhamni	Stable population	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); Connectivity of forest conservation areas – SUMI Project 2020; Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Trioza rotundata	Stable population	NT (2019)		
	Trioza tatrensis	Stable population	NA (2010)		
	Trioza urticae	Stable population	LC (2019)		
	Trioza viridula	Stable population	LC (2019)		
	Trichochermes walkeri				
greenhouse whitefly	Trialeurodes vaporariorum	Anthropogenic	NA (2019)	Finland’s National Strategy on Invasive Alien Species (GR 2012); Other invasive alien species of concern (not included on the national or EU list)	
Sweet potato whitefly	Bemisia tabaci	Anthropogenic	NA (2019)	Quarantine plant pest; Finland’s National Strategy on Invasive Alien Species (GR 2012)	
	Bemisia rosae	Stable population	NA (2019)		
	Aleurolobus wunni	Stable population	LC (2019)		
	Asterobemisia carpini	Stable population	LC (2019)		
	Aleurotuberculatus similis				
	Calluneyrodes callunae	Stable population	LC (2019)		
	Pealius quercus	Stable population	LC (2019)		
	Aleurochiton aceris	Stable population	LC (2019)		Aleurochiton complanatus
alppiruusujauhiainen	Aleuroclava chittendeni	Stable population	LC (2019)		
	Aleyrodes campanulae	Stable population	DD (2019)		
	Aleyrodes lonicerae		LC (2019)		Aleyrodes fragariae; Aleyrodes rubi; Aleyrodes menthae
	Aleyrodes proletella	Stable population	LC (2019)		
	Adelges lapponicus	Stable population	DD (2019)		
	Adelges laricis	Stable population	LC (2019)		
	Adelges tardus	Stable population	LC (2019)		
	Adelges pectinatae	Stable population	LC (2019)		
	Adelges cooleyi		DD (2019)		
isohavukirva	Adelges abietis	Stable population	LC (2019)		
	Adelges viridis	Stable population	DD (2019)		
	Pineus cembrae	Stable population	LC (2019)		
	Pineus pineoides		DD (2019)		
	Pineus pini		LC (2019)		
	Pineus orientalis	Not established	NA (2019)		
	Acanthochermes quercus	Very rare	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021; Species used in the automatic procedure for forest use notifications (MKI-OHKE 2023)	
	Phylloxera coccinea	Irregular vagrant	NA (2019)		
	Mindarus abietinus	Stable population	LC (2019)		
	Mindarus obliquus		NT (2019)		
	Thelaxes dryophila	Stable population	LC (2019)		
	Glyphina betulae	Stable population	LC (2019)		
	Glyphina jacutensis	Stable population	LC (2019)		Glyphina schrankiana
	Glyphina pseudoschrankiana	Stable population	LC (2019)		
orchid aphid	Cerataphis orchidearum	Anthropogenic	NA (2019)	Finland’s National Strategy on Invasive Alien Species (GR 2012); Other invasive alien species of concern (not included on the national or EU list)	
	Hamamelistes betulinus	Stable population	NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
	Hormaphis betulae	Stable population	LC (2019)		
	Anoecia corni	Stable population	LC (2019)		
	Anoecia furcata	Stable population	LC (2019)		Anoecia nemoralis Börner, 1950
	Anoecia vagans	Stable population	LC (2019)		
	Anoecia zirnitsi	Stable population	NT (2019)	Safeguarding Endangered Species in Forestry – Lajiturva Project 2019–2021	
	Eriosoma ulmi	Stable population	LC (2019)		
	Colopha compressa	Stable population	LC (2019)		
	Kaltenbachiella pallida	Extinct	RE (2019)		
	Tetraneura ulmi	Stable population	LC (2019)		
	Pachypappa populi	Stable population	LC (2019)		
	Pachypappa tremulae	Stable population	LC (2019)		
	Pachypappa vesicalis		DD (2019)		
	Pachypappa warshavensis	Not established	NA (2019)		
	Gootiella tremulae	Extinct	RE (2019)		
	Pachypappella lactea	Stable population	LC (2019)		
	Prociphilus bumeliae		NT (2019)		
	Prociphilus pini	Stable population	LC (2019)		
	Prociphilus xylostei	Stable population	LC (2019)		
	Thecabius affinis	Stable population	LC (2019)		
	Thecabius lysimachiae	Not established	NA (2019)		
	Pemphigus borealis		LC (2019)		
	Pemphigus bursarius	Stable population	LC (2019)		
	Pemphigus fuscicornis	Stable population	LC (2019)		
	Pemphigus immunis	Irregular vagrant	NA (2019)		
	Pemphigus passeki		LC (2019)		
	Pemphigus populi	Stable population	LC (2019)		
	Pemphigus populinigrae	Stable population	LC (2019)		
	Pemphigus saliciradicis	Irregular vagrant	NA (2019)	OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Pemphigus spyrothecae	Stable population	LC (2019)		
	Baizongia pistaciae	Stable population	LC (2019)	OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Geoica setulosa	Stable population	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species to be protected urgently (Finnish Environment Institute 2020); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Geoica utricularia	Stable population	LC (2019)		Geoica eragrostidis
	Paracletus cimiciformis	Stable population	EN (2019)	Threatened species (NCD 2023/1066, Appendix 6); Species to be protected urgently (Finnish Environment Institute 2020); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Forda formicaria	Stable population	LC (2019)		
	Forda marginata	Stable population	LC (2019)		
	Smynthurodes betae	Stable population	VU (2019)	Threatened species (NCD 2023/1066, Appendix 6); OUTDATED Species to be protected urgently (Finnish Environment Institute 2010-2011); OUTDATED Threatened species (NCD 1997/160, Appendix 4 2013/471)	
	Drepanosiphum platanoidis	Stable population	LC (2019)		
	Symydobius oblongus	Stable population	LC (2019)		
	Clethrobius comes	Stable population	LC (2019)		
	Euceraphis betulae		LC (2019)		
	Euceraphis punctipennis		LC (2019)		
	Callipterinella calliptera	Stable population	LC (2019)		
	Callipterinella minutissima	Irregular vagrant	NA (2019)		
	Callipterinella tuberculata	Stable population	LC (2019)		
	Calaphis arctica	Stable population	LC (2019)		
	Calaphis betulicola	Stable population	LC (2019)		
	Calaphis flava	Stable population	LC (2019)		
	Betulaphis brevipilosa		DD (2019)		
	Betulaphis pelei	Stable population	LC (2019)		
	Betulaphis quadrituberculata	Stable population	LC (2019)		
	Monaphis antennata	Stable population	LC (2019)		
	Myzocallis coryli	Stable population	LC (2019)		
